_id,_createdAt,_updatedAt,user_id,upload_date,analysis_date,file_name_stemmed,file_name,record_file_url,record_type,video_length_secs,size_in_mb,status,record_name,_updatedAt,_uid,transcript,translation,override_transcript,override_translation
35,26:23.9,59:52.8,AdminUser,26:23.9,,file_name_stemmed,20241210_1611_aa1ef1_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1611_aa1ef1_s3_sensor/input_video/20241210_1611_aa1ef1_s3_sensor.mp4,video,30.034,5.77,Done,20241203_1157_1c85bb_s3_sensor_cut_1.mp4,59:39.0,67586bafd89a199bc5b7,"""WEBVTT\n\n00:00:21.844 --> 00:00:27.528\n\u0647\u0627\u064a \u0647\u0627\u064a \u062c\u064a\u0628\u0627\u062a\u0647\u0645 \u0647\u0627\u064a \u062c\u064a\u0628\u0627\u062a\u0647\u0645 \u062c\u064a\u0628\u0627\u062a\u0647\u0645 \u062c\u064a\u0628\u0627\u062a\u0647\u0645 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:01.170
{{Audio Event 1}}
Shouting

00:00:01.349 --> 00:00:05.349
{{Audio Event 2}}
Gunshots

00:00:06.349 --> 00:00:06.349
{{Audio Event 3}}
Gunshots

00:00:09.349 --> 00:00:09.349
{{Audio Event 4}}
Gunshots

00:00:10.349 --> 00:00:13.349
{{Audio Event 5}}
Gunshots

00:00:14.349 --> 00:00:18.349
{{Audio Event 6}}
Gunshots

00:00:21.349 --> 00:00:25.349
{{Audio Event 7}}
Shouting

00:00:26.349 --> 00:00:27.349
{{Audio Event 8}}
People Talking

00:00:28.349 --> 00:00:30.000
{{Audio Event 9}}
Gunshots"
36,29:19.2,59:03.9,AdminUser,29:19.2,,file_name_stemmed,20241210_1620_9d2b32_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1620_9d2b32_s3_sensor/input_video/20241210_1620_9d2b32_s3_sensor.mp4,video,44.034,8.74,Done,20241203_1157_1c85bb_s3_sensor_cut_2.mp4,02:21.7,67586c5f2e4944b6c7c8,"""WEBVTT\n\n00:00:15.080 --> 00:00:24.594\n\u0631\u0627\u0633\u0643 \u0647\u0630\u0647 \u0631\u0633\u0627\u0644\u0629 \u0646\u062d\u0646 \u0642\u0627\u062f\u0629 \u0639\u0627\u0645\u0644\u0629 \u0642\u0627\u062f\u0629 \u0636\u064a\u0627\u0641\u0629 \u0627\u0644\u0639\u0645\u0627\u0644 \u0645\u0627 \u062a\u0645 \u0627\u0644\u0627\u064a\u062f \u0648\u0627\u062d\u0646\u0627 \u0645\u0646 \u0634\u0639\u0628\u0646\u0627 \u0648\u0646\u062d\u0646 \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647 \u0628\u0648\u062c\u0647\u0647 \u0627\u0644\u0646\u0648\u0639 \u0627\u0644\u0628\u0627\u0642\u064a \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647 \u0648\u0627\u0644\u0642\u0627\u062f\u0645 \u0627\u0639\u062f\u0645 .\n\n00:00:24.634 --> 00:00:25.234\n\u062d\u0642\u0631\u0627\u0621 \u062d\u0642\u0631\u0627\u0621.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:11.170
{{Audio Event 1}}
Gunshots

00:00:15.349 --> 00:00:25.349
{{Audio Event 2}}
People talking

00:00:26.349 --> 00:00:31.349
{{Audio Event 3}}
Shouting

00:00:41.349 --> 00:00:42.349
{{Audio Event 1}}
Gunshots"
37,32:39.5,33:55.6,AdminUser,32:39.5,,file_name_stemmed,20241210_1620_8d67b9_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1620_8d67b9_s3_sensor/input_video/20241210_1620_8d67b9_s3_sensor.mp4,video,13.86666667,1.13,Done,20241203_1157_bd3fc3_s3_sensor.mp4,33:53.1,67586d27834a39c78902,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:05.000
{{Audio Event 1}}
Gunshots

00:00:03.349 --> 00:00:13.349
{{Audio Event 2}}
People talking

00:00:07.349 --> 00:00:13.866
{{Audio Event 1}}
Gunshots"
38,35:40.4,10:54.0,AdminUser,35:40.4,,file_name_stemmed,20241210_1620_8d376b_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1620_8d376b_s3_sensor/input_video/20241210_1620_8d376b_s3_sensor.mp4,video,30.034,10.67,Done,20241203_1221_283e24_s3_sensor_cut.mp4,10:43.8,67586ddc63008c0f1fe7,"""WEBVTT\n\n00:00:00.109 --> 00:00:09.233\n\u064a\u0627 \u0631\u0628 \u064a\u0635\u062d\u0644\u0648\u0646\u0627 \u0627\u0644\u0639\u0645\u0644 \u064a\u0627 \u0631\u0628 .\u0627\u0644\u0644\u0647 \u0627\u0643\u0628\u0631 \u0648\u0627\u0644\u0644\u0647 \u0647\u0627\u0644\u062d\u0645\u062f \u0647\u064a \u0627\u0644\u0634\u063a\u0644 \u0637\u064a\u0628 \u0647\u064a \u0627\u0644\u0634\u063a\u0644.\n\n00:00:13.695 --> 00:00:20.396\n\u0647\u064a\u0647 \u0647\u064a\u0647 \u0642\u062a\u0644\u0648\u0647 \u0642\u062a\u0644\u0648\u0647 \u0648\u0627\u0644\u0644\u0647 \u0642\u0644\u0628\u062a \u0627\u0644\u0633\u064a\u0627\u0631\u0629 \u0642\u0644\u0628\u062a.\n\n00:00:20.696 --> 00:00:26.280\n\u0627\u064a\u0647 \u0648\u064a\u0646 \u0633\u062c\u0648\u0646\u0647 \u0648\u0627\u0642\u0641 \u0648\u0627\u0642\u0641 \u0648\u064a\u0646 \u0633\u064a\u0627\u0631\u0629 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:01.012
{{Audio Event 1}}
People Talking

00:00:02.349 --> 00:00:03.349
{{Audio Event 2}}
Engine

00:00:03.349 --> 00:00:04.349
{{Audio Event 3}}
Explosion

00:00:04.349 --> 00:00:08.349
{{Audio Event 4}}
People Talking

00:00:12.349 --> 00:00:15.349
{{Audio Event 5}}
Gunshots

00:00:13.349 --> 00:00:21.349
{{Audio Event 6}}
Shouting

00:00:20.349 --> 00:00:22.349
{{Audio Event 7}}
Gunshots

00:00:22.349 --> 00:00:25.349
{{Audio Event 8}}
Shouting

00:00:26.349 --> 00:00:30.012
{{Audio Event 9}}
Engine"
39,38:35.7,45:43.5,AdminUser,38:35.7,,file_name_stemmed,20241210_1629_5948b3_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1629_5948b3_s3_sensor/input_video/20241210_1629_5948b3_s3_sensor.mp4,video,8.034,2.57,Done,20241203_1221_283e24_s3_sensor_cut_2.mp4,45:38.7,67586e8bab26aaf164bb,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:01.016
{{Audio Event 1}}
Gunshots

00:00:02.349 --> 00:00:04.349
{{Audio Event 2}}
Gunshots

00:00:04.349 --> 00:00:04.349
{{Audio Event 3}}
Gunshots

00:00:05.349 --> 00:00:05.000
{{Audio Event 4}}
Gunshots

00:00:06.349 --> 00:00:07.000
{{Audio Event 5}}
Gunshots"
40,41:21.2,44:33.8,AdminUser,41:21.2,,file_name_stemmed,20241210_1629_7dac9c_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1629_7dac9c_s3_sensor/input_video/20241210_1629_7dac9c_s3_sensor.mp4,video,33.15777778,3.37,Done,20241203_1221_442975_s3_sensor.mp4,44:08.7,67586f31322ce658daee,"""WEBVTT\n\n00:00:10.039 --> 00:00:10.340\nAlarm.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:05.170
{{Audio Event 1}}
Explosion

00:00:10.349 --> 00:00:11.349
{{Audio Event 2}}
People talking

00:00:20.349 --> 00:00:33.158
{{Audio Event 3}}
Buzzing

00:00:23.349 --> 00:00:25.349
{{Audio Event 1}}
Explosion

00:00:31.158 --> 00:00:33.158
{{Audio Event 4}}
Siren"
41,44:11.6,40:12.7,AdminUser,44:11.6,,file_name_stemmed,20241210_1629_22f2b4_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1629_22f2b4_s3_sensor/input_video/20241210_1629_22f2b4_s3_sensor.mp4,video,21.66666667,3.89,Done,20241203_1221_58d53a_s3_sensor.mp4,40:22.2,67586fdb88d3664eacc7,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:18.666
{{Audio Event 1}}
Engine"
42,47:17.2,33:01.4,AdminUser,47:17.2,,file_name_stemmed,20241210_1638_517d78_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1638_517d78_s3_sensor/input_video/20241210_1638_517d78_s3_sensor.mp4,video,37.5,3.06,Done,20241203_1233_9ba01e_s3_sensor.mp4,32:54.8,6758709533adc3bb0f8e,"""WEBVTT\n\n00:00:06.599 --> 00:00:06.660\nOh.\n\n00:00:36.067 --> 00:00:37.479\n\u0637\u064a\u0628 \u0645\u0627 \u0647\u0648 \u0627\u0644\u0645\u0647\u0645 \u0647\u0648 \u062f\u0641\u062a\u0631 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:26.170
{{Audio Event 1}}
Buzzing

00:00:19.349 --> 00:00:21.349
{{Audio Event 2}}
Whistle

00:00:28.349 --> 00:00:29.349
{{Audio Event 3}}
People Talking

00:00:35.349 --> 00:00:37.349
{{Audio Event 4}}
Shouting"
43,50:22.5,27:00.8,AdminUser,50:22.5,,file_name_stemmed,20241210_1638_6efcbb_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1638_6efcbb_s3_sensor/input_video/20241210_1638_6efcbb_s3_sensor.mp4,video,18.34333333,0.94,Done,20241203_1233_fb31c6_s3_sensor.mp4,26:57.9,6758714e85b4fa215a14,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:01.349 --> 00:00:17.000
{{Audio Event 1}}
Barking

00:00:07.349 --> 00:00:18.343
{{Audio Event 3}}
People talking

00:00:10.349 --> 00:00:17.349
{{Audio Event 2}}
Engine"
44,53:14.1,23:16.6,AdminUser,53:14.1,,file_name_stemmed,20241210_1638_177fd1_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1638_177fd1_s3_sensor/input_video/20241210_1638_177fd1_s3_sensor.mp4,video,11.66666667,3.21,Done,20241203_1234_2dfbfa_s3_sensor.mp4,23:07.9,675871fa17bece03b457,"""WEBVTT\n\n00:00:00.649 --> 00:00:01.050\n\u064a\u0627 \u0627\u0644\u0644\u0647 \u0627\u062e\u0636\u0631.\n\n00:00:01.070 --> 00:00:01.752\n\u064a\u0627 \u0627\u0644\u0644\u0647 \u0627\u062e\u0636\u0631.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:02.000
{{Audio Event 1}}
People talking

00:00:05.349 --> 00:00:06.349
{{Audio Event 1}}
People talking

00:00:07.349 --> 00:00:11.666
{{Audio Event 2}}
Explosion"
45,56:03.9,20:23.3,AdminUser,56:03.9,,file_name_stemmed,20241210_1650_8666d8_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1650_8666d8_s3_sensor/input_video/20241210_1650_8666d8_s3_sensor.mp4,video,5.033333333,0.44,Done,20241203_1237_5203ac_s3_sensor.mp4,20:22.2,675872a3d7007a7415cc,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:01.000
{{Audio Event 1}}
Shouting

00:00:02.349 --> 00:00:05.033
{{Audio Event 2}}
Gunshots"
46,58:49.4,18:34.7,AdminUser,58:49.4,,file_name_stemmed,20241210_1650_5e1163_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1650_5e1163_s3_sensor/input_video/20241210_1650_5e1163_s3_sensor.mp4,video,15.067,5.96,Done,20241203_1237_64cba6_s3_sensor_cut.mp4,18:33.0,67587349632da8e9ebe2,"""WEBVTT\n\n00:00:01.351 --> 00:00:10.769\n\u0648\u0644\u0627 \u062d\u062f\u0627 \u0637\u0628\u0639\u0627 \u0627\u0644\u0627\u0646 \u0627\u062e\u0648\u0627\u0646\u0646\u0627 \u0641\u064a \u0627\u0644\u0633\u0631\u0627\u064a\u0627 \u0627\u062e\u0648\u0627\u0646 \u0648\u0643\u062a\u0627\u0626\u0628 \u0627\u0644\u0642\u0633\u0627\u0645 \u062c\u0646\u062f\u064a \u062c\u0648\u0629 \u0627\u0644\u0642\u0644\u0628\u0629 \u0634\u0628\u0627\u0628 \u062c\u0646\u062f\u064a \u062c\u0648\u0629 \u0627\u0644\u0642\u0644\u0628\u0629 .\n\n00:00:10.888 --> 00:00:14.897\n\u0628\u062f\u0647\u0645 \u064a\u0641\u0643\u0631\u0648\u0647\u0627 \u0634\u0628\u0627\u0628 \u0628\u062f\u0647\u0645 \u064a\u0641\u0643\u0631\u0648\u0647\u0627 \u0634\u0628\u0627\u0628 \u0627\u0644\u0633\u0631\u0627\u064a\u0627 \u0648-.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:15.066
{{Audio Event 1}}
People talking

00:00:02.349 --> 00:00:15.066
{{Audio Event 2}}
Shouting"
47,02:05.3,16:42.9,AdminUser,02:05.2,,file_name_stemmed,20241210_1650_b26fd9_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1650_b26fd9_s3_sensor/input_video/20241210_1650_b26fd9_s3_sensor.mp4,video,35.1,6.02,Done,20241203_1238_647aed_s3_sensor_cut.mp4,16:38.7,6758740d3e13aff35533,"""WEBVTT\n\n00:00:00.009 --> 00:00:01.308\n\u05d4\u05dd \u05d9\u05d5\u05e8\u05d9\u05dd \u05d9\u05e9\u05e8 \u05e2\u05dd \u05e7\u05dc\u05d8 \u05e9\u05d0\u05ea\u05d4 \u05d7\u05d5\u05e5 \u05dc\u05e9\u05dd?\n\n00:00:01.369 --> 00:00:05.150\n\u05d0\u05e8\u05d1\u05e2\u05d4 \u05de\u05d7\u05d1\u05dc\u05d9\u05dd \u05d0\u05e8\u05d1\u05e2\u05d4 \u05de\u05d7\u05d1\u05dc\u05d9\u05dd \u05d0\u05e8\u05d1\u05e2\u05d4 \u05de\u05d7\u05d1\u05dc\u05d9\u05dd \u05d0\u05e8\u05d1\u05e2\u05d4 \u05de\u05d7\u05d1\u05dc\u05d9\u05dd \u05e4\u05d4?\n\n00:00:05.190 --> 00:00:05.331\n\u05db\u05de\u05d4?\n\n00:00:05.450 --> 00:00:27.257\n\u05dc\u05d0 \u05d9\u05e8\u05d9, \u05d6\u05d4 \u05d8\u05d9\u05dc\u05d9\u05dd \u05dc\u05d0 \u05e9\u05de\u05e2 \u05db\u05dc\u05d5\u05dd \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9 \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9 \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9, \u05d9\u05e8\u05d9 \u05ea\u05d9\u05db\u05e0\u05e1\u05d5 \u05dc\u05d1\u05d9\u05ea, \u05dc\u05d3\u05e2\u05ea\u05d9 \u05d4\u05d5\u05d0 \u05e0\u05db\u05e0\u05e1 \u05dc\u05ea\u05d5\u05da \u05d4\u05d1\u05d9\u05ea, \u05d6\u05d4 \u05de\u05d4 \u05e9\u05d0\u05d5\u05de\u05e8\u05d9\u05dd \u05d6\u05d4 \u05de\u05d7\u05d1\u05dc \u05d6\u05d4?\n\n00:00:27.317 --> 00:00:29.437\n\u05ea\u05e4\u05ea\u05d7 \u05d0\u05d5\u05ea\u05d5, \u05ea\u05e4\u05ea\u05d7 \u05d0\u05d5\u05ea\u05d5, \u05de\u05e2\u05d1\u05e8 \u05dc\u05d7\u05d5\u05de\u05d4\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:27.170
{{Audio Event 1}}
People talking

00:00:06.349 --> 00:00:08.349
{{Audio Event 2}}
Explosion

00:00:10.349 --> 00:00:21.349
{{Audio Event 3}}
Gunshots

00:00:26.349 --> 00:00:29.349
{{Audio Event 4}}
Shouting

00:00:33.349 --> 00:00:35.099
{{Audio Event 4}}
Shouting"
48,05:11.1,17:05.2,AdminUser,05:11.1,,file_name_stemmed,20241210_1656_76c770_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1656_76c770_s3_sensor/input_video/20241210_1656_76c770_s3_sensor.mp4,video,10.56666667,2.09,Done,20241203_1238_8396a9_s3_sensor.mp4,12:11.0,675874c713ceb4303bf0,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:10.000
{{Audio Event 1}}
Shouting

00:00:00.349 --> 00:00:10.349
{{Audio Event 2}}
People talking

00:00:00.349 --> 00:00:01.349
{{Audio Event 3}}
Gunshots

00:00:02.349 --> 00:00:03.349
{{Audio Event 3}}
Gunshots

00:00:04.349 --> 00:00:07.349
{{Audio Event 3}}
Gunshots"
49,07:55.9,09:01.7,AdminUser,07:55.9,,file_name_stemmed,20241210_1656_4a8f16_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1656_4a8f16_s3_sensor/input_video/20241210_1656_4a8f16_s3_sensor.mp4,video,10.034,1.87,Done,20241203_1241_78fee9_s3_sensor_cut.mp4,58:10.4,6758756bd6982ec4c872,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:10.000
{{Audio Event 1}}
Engine"
50,10:46.6,56:54.2,AdminUser,10:46.6,,file_name_stemmed,20241210_1656_03c04b_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1656_03c04b_s3_sensor/input_video/20241210_1656_03c04b_s3_sensor.mp4,video,12.39,2.45,Done,20241203_1243_6fe1c1_s3_sensor.mp4,53:16.0,675876169d457a69f8bc,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:12.000
{{Audio Event 1}}
Street

00:00:03.349 --> 00:00:08.349
{{Audio Event 3}}
Explosion

00:00:08.349 --> 00:00:12.349
{{Audio Event 2}}
People talking"
51,13:31.9,58:56.3,AdminUser,13:31.9,,file_name_stemmed,20241210_1705_f22630_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1705_f22630_s3_sensor/input_video/20241210_1705_f22630_s3_sensor.mp4,video,17.56666667,1.54,Done,20241203_1246_5ccb9c_s3_sensor.mp4,57:48.9,675876bbdeef821b46fe,"""WEBVTT\n\n00:00:00.615 --> 00:00:09.464\n\u0627\u064a\u0648\u0629 \u064a\u0627 \u0631\u0648\u062d \u0627\u0644\u0644\u0647 \u0627\u0643\u0628\u0631 \u0634\u0631\u0641\u0648\u0627 \u064a\u0627 \u062c\u0645\u0627\u0639\u0629 \u0627\u0644\u0644\u0647 \u064a\u0631\u062d\u0645 \u0627\u0644\u062c\u062f\u0627\u0631 \u0627\u0644\u0644\u0647 \u0627\u0643\u0628\u0631.\n\n00:00:09.644 --> 00:00:12.387\n\u0627\u0644\u0644\u0647 \u0627\u0643\u0628\u0631 \u0627\u0644\u0644\u0647 \u0627\u0643\u0628\u0631.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:17.566
{{Audio Event 1}}
Shouting"
52,16:47.8,56:20.7,AdminUser,16:47.8,,file_name_stemmed,20241210_1705_7747f1_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1705_7747f1_s3_sensor/input_video/20241210_1705_7747f1_s3_sensor.mp4,video,30.016,5.52,Done,20241203_1246_85f3f0_s3_sensor_cut.mp4,56:14.8,6758777fbdc109f59f1a,"""WEBVTT\n\n00:00:01.250 --> 00:00:11.035\n\u0628\u0633 \u0647\u0648 \u0646\u0641\u0633 \u0627\u0644\u0627\u0634\u064a \u062c\u064a\u0628 \u062e\u0635\u0648\u0635\u064a \u0646\u0641\u0633\u0647\u0627 \u0627\u0644\u0643\u0631\u064a\u0633 \u0643\u0627\u0631\u062f\u064a\u064a\u0647 .\n\n00:00:11.076 --> 00:00:11.576\n\u0627\u0644\u0643\u0631\u064a\u0633 .\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:05.170
{{Audio Event 1}}
Fake line

00:00:00.349 --> 00:00:30.015
{{Audio Event 3}}
Crowd

00:00:11.349 --> 00:00:27.349
{{Audio Event 2}}
People talking"
53,19:58.4,53:09.3,AdminUser,19:58.4,,file_name_stemmed,20241210_1705_48e61f_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1705_48e61f_s3_sensor/input_video/20241210_1705_48e61f_s3_sensor.mp4,video,37.8625,11.7,Done,20241203_1246_a7cd62_s3_sensor.mp4,53:03.3,6758783e5b7fc0891ffd,"""WEBVTT\n\n00:00:00.503 --> 00:00:00.543\nOh,\n\n00:00:29.326 --> 00:00:29.365\nOh!\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:37.862
{{Audio Event 1}}
Crowd

00:00:03.349 --> 00:00:06.349
{{Audio Event 2}}
Whistle

00:00:10.349 --> 00:00:12.349
{{Audio Event 2}}
Whistle

00:00:23.349 --> 00:00:29.349
{{Audio Event 2}}
Whistle"
54,22:54.0,51:14.0,AdminUser,22:54.0,,file_name_stemmed,20241210_1713_01a6bd_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1713_01a6bd_s3_sensor/input_video/20241210_1713_01a6bd_s3_sensor.mp4,video,30.034,2.56,Done,20241203_1249_1e56c7_s3_sensor_cut.mp4,45:11.8,675878edf1507f1a0ae3,"""WEBVTT\n\n00:00:00.592 --> 00:00:05.134\n\u0648\u0627\u0644\u0644\u0647 \u062d\u064a \u0645\u0646 \u062c\u0648\u0629 \u0627\u0644\u0644\u0647 \u064a\u062d\u0628\u0643 \u064a\u0627 \u062d\u0627\u0635 \u0627\u0644\u0644\u0647 \u064a\u062d\u0628\u0643 \u064a\u0627 \u062d\u0627\u0635.\n\n00:00:06.193 --> 00:00:17.378\n\u0648\u0627\u0644\u0644\u0647 \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647 \u062c\u0627\u0628\u0627\u062a\u0646\u0627 \u0644\u0648\u0627\u0621 \u0627\u0646\u0627 \u0627\u062d\u0646\u0627 \u0628\u0642\u064a\u0627\u062f\u0629 \u0645\u062d\u0645\u062f \u0627\u0644\u0636\u064a\u0641 \u0627\u062d\u0646\u0627 \u0628\u0642\u064a\u0627\u062f\u062a\u0643 \u0645\u062d\u0645\u062f \u0627\u0644\u0636\u064a\u0641 \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647 \u0627\u062d\u0646\u0627 \u0646\u0637\u0644\u0639 \u0646\u062d\u0643\u064a \u0645\u0646 \u0642\u0644\u0628 \u0627\u0644\u0643\u0641\u0627\u0646\u064a\u0646 \u0645\u064a\u0646 \u0633\u0645\u0639\u062a\u0647 \u0645\u064a\u0646 \u0633\u0645\u0639\u0647 \u0647\u0630\u0627.\n\n00:00:17.437 --> 00:00:27.881\n\u0645\u064a\u0646 \u0633\u0645\u0639\u062a\u0647 \u0642\u0644\u062a\u0644\u0647 \u062e\u0646\u0632\u064a\u0631 \u062a\u0639\u0627\u0644 \u0627\u0639\u064a\u062f\u0647\u0627 \u0627\u062d\u0646\u0627 \u0644\u0648\u0627\u0621 \u0627\u062e\u0648\u0646\u0627 \u0627\u0646 \u0634\u0627\u0621 \u0627\u0644\u0644\u0647 \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647 \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647 \u0628\u0627\u0630\u0646 \u0627\u0644\u0644\u0647.\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:00.349 --> 00:00:02.170
{{Audio Event 1}}
Engine

00:00:00.349 --> 00:00:30.012
{{Audio Event 2}}
People talking

00:00:02.349 --> 00:00:30.012
{{Audio Event 3}}
Shouting"
55,25:54.3,22:38.8,AdminUser,25:54.3,,file_name_stemmed,20241210_1713_2c9abc_s3_sensor.mp4,http://data-audio-event-v1:8000/assets/20241210_1713_2c9abc_s3_sensor/input_video/20241210_1713_2c9abc_s3_sensor.mp4,video,15.76666667,2.73,Done,20241203_1249_3fdb08_s3_sensor.mp4,22:28.7,675879a248c0ed145808,"""WEBVTT\n\n""","WEBVTT

00:00:00.349 --> 00:00:27.170
Fake line

",,"WEBVTT

00:00:03.349 --> 00:00:04.000
{{Audio Event 1}}
Explosion"
